Ticker,Company,Sector,SubIndustry,1Y_Change(%),Volatility(%),AvgAnnualReturn(%),MaxDrawdown(%)
EXC,Exelon,Utilities,Electric Utilities,24.533614799944544,18.83766123064936,24.07087491465041,10.118841615173114
HAS,Hasbro,Consumer Discretionary,Leisure Products,24.476061502027996,35.73534070356945,28.520622411904295,25.77308216740174
ANET,Arista Networks,Information Technology,Communications Equipment,24.37474612641211,58.32592763257832,39.57571190665284,50.41596124253692
L,Loews Corporation,Financials,Multi-line Insurance,24.169559344474887,19.412990833332046,23.902918956392625,12.162016757476358
LVS,Las Vegas Sands,Consumer Discretionary,Casinos & Gaming,24.1293667593312,40.87436365343871,30.20062078262808,44.02824460036629
EXE,Expand Energy,Energy,Oil & Gas Exploration & Production,23.986428794311283,30.194264895941934,26.445365164257105,22.904844896115314
ES,Eversource Energy,Utilities,Electric Utilities,23.405832635161687,24.58640414303172,24.39630556365147,13.94113004984005
JNJ,Johnson & Johnson,Health Care,Pharmaceuticals,23.150605106302404,19.34724151968274,23.04168709405102,12.725099158165524
XYL,Xylem Inc.,Industrials,Industrial Machinery & Supplies & Components,23.024597347712348,24.721792879364966,24.071964640772283,21.857775532589017
LNT,Alliant Energy,Utilities,Electric Utilities,22.54918133205513,18.35679254233585,22.354410087719874,10.978181567849838
WMT,Walmart,Consumer Staples,Consumer Staples Merchandise Retail,22.446562508297532,24.495292241526773,23.559612334344422,21.928029592648873
GL,Globe Life,Financials,Life & Health Insurance,22.410808057515837,25.954394692243177,23.906157965153906,14.704101320053123
PH,Parker Hannifin,Industrials,Industrial Machinery & Supplies & Components,22.13584467591589,32.02722843240567,25.417555284701955,26.78784967207537
STE,Steris,Health Care,Health Care Equipment,21.90983218890886,23.475764237162775,22.830877050518914,12.203221258411084
BAC,Bank of America,Financials,Diversified Banks,21.831774321848098,26.80851464740156,23.71512820989186,27.50937797706699
AMAT,Applied Materials,Information Technology,Semiconductor Materials & Equipment,21.57239205089946,45.39678623997112,30.168640604901213,34.91770241137827
AEE,Ameren,Utilities,Multi-Utilities,21.343239248376715,17.83506446431019,21.253812134041475,8.450904220578497
MNST,Monster Beverage,Consumer Staples,Soft Drinks & Non-alcoholic Beverages,21.15841058507754,23.85652048721367,22.345060997914846,18.126997210155917
ROL,"Rollins, Inc.",Industrials,Environmental & Facilities Services,21.063432459740923,21.79026735196688,21.784514934266213,11.513860181790292
WEC,WEC Energy Group,Utilities,Electric Utilities,20.231547574540894,17.210213029181247,20.205561568934264,9.52661280156922
VTR,Ventas,Real Estate,Health Care REITs,19.7553753318345,22.68000146452767,20.8781638792193,11.986167747089082
AAPL,Apple Inc.,Information Technology,"Technology Hardware, Storage & Peripherals",19.14257142986146,32.702044215597574,23.064067893155908,33.360516168821135
COF,Capital One,Financials,Consumer Finance,18.77706515827696,36.52257667294205,24.111931261826903,28.238492578791703
LLY,Lilly (Eli),Health Care,Pharmaceuticals,18.45369930053858,41.10037389458669,25.71382506878231,32.56760357852007
DTE,DTE Energy,Utilities,Multi-Utilities,18.43637475651242,17.158109523141434,18.671819242434555,8.674453872162866
MSFT,Microsoft,Information Technology,Systems Software,17.723718618670425,24.420607999121348,19.520054220477363,21.825690565450692
ORLY,O’Reilly Automotive,Consumer Discretionary,Automotive Retail,17.331272879750863,20.369294814039733,18.311558116831765,14.950846588952322
T,AT&T,Communication Services,Integrated Telecommunication Services,17.278862148962745,22.977512012926045,18.846030017898734,16.599861155967048
DE,Deere & Company,Industrials,Agricultural & Farm Machinery,17.244244102225213,29.10314901166438,20.351442698230755,18.622170288944204
ALLE,Allegion,Industrials,Building Products,16.979071419117474,25.206230576251983,19.066374959807877,16.940873677307593
AZO,AutoZone,Consumer Discretionary,Automotive Retail,16.6174628696882,21.87409532087562,18.01245556442162,17.875599707471256
PPL,PPL Corporation,Utilities,Electric Utilities,16.48784187636829,17.85259956439205,17.104009304193887,9.034897006701907
RCL,Royal Caribbean Group,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",16.338185715434836,44.174239747026064,25.05546639844816,35.02264304545122
BEN,Franklin Resources,Financials,Asset Management & Custody Banks,15.94248994941871,31.520081963548428,19.9209038929782,24.394957246744628
DUK,Duke Energy,Utilities,Electric Utilities,15.765017270809642,17.094700129460772,16.336644585786196,9.930154551701284
AMZN,Amazon,Consumer Discretionary,Broadline Retail,15.705779459687049,35.02608078610726,20.89998946202391,30.876638431876057
COIN,Coinbase,Financials,Financial Exchanges & Data,15.509820449822028,77.8791745831591,44.38940609832238,55.91932851024979
SYF,Synchrony Financial,Financials,Consumer Finance,15.333402363400475,37.87323810634734,21.691595256349213,37.746908274710535
DASH,DoorDash,Consumer Discretionary,Specialized Consumer Services,15.165021942280468,43.19094813659138,23.879210851744006,30.26903757949475
DGX,Quest Diagnostics,Health Care,Health Care Services,15.13890113713978,22.67623044457223,16.873113000735586,9.249794463098619
CFG,Citizens Financial Group,Financials,Regional Banks,14.821205341565017,31.758666218323402,19.153473392480162,29.076988086918366
FE,FirstEnergy,Utilities,Electric Utilities,14.791882794627975,20.404696402181855,16.134919887329218,12.758624424994316
MO,Altria,Consumer Staples,Tobacco,14.762254720598426,20.13217126442301,16.0320467462689,15.408852547101636
ROST,Ross Stores,Consumer Discretionary,Apparel Retail,14.067415881682585,25.662379776078037,16.662760326093615,21.083519743372367
LHX,L3Harris,Industrials,Aerospace & Defense,14.061587286311648,22.412455590099885,15.869570350749363,25.98272358776878
BSX,Boston Scientific,Health Care,Health Care Equipment,14.007834004461897,23.502229427353587,16.091442231795355,15.520816829504444
CBRE,CBRE Group,Real Estate,Real Estate Services,13.585764503446892,29.635472430769177,17.33298053399789,22.558282702322845
EXPD,Expeditors International,Industrials,Air Freight & Logistics,13.578762044587315,28.485332405360285,16.956777042537695,18.69070970519325
APA,APA Corporation,Energy,Oil & Gas Exploration & Production,13.498012804387628,53.15860748699697,27.08960664831469,44.28459063417504
GD,General Dynamics,Industrials,Aerospace & Defense,13.493398656535843,22.352177083977338,15.359914363784776,22.54728440702535
NEE,NextEra Energy,Utilities,Multi-Utilities,13.310102516617928,28.080493746269376,16.640890108634114,17.836212494264807
PSX,Phillips 66,Energy,Oil & Gas Refining & Marketing,13.228546434164809,35.32214314211705,18.91433752506362,31.315106728607162
ABBV,AbbVie,Health Care,Biotechnology,13.06113608484111,28.846938165308277,16.711912487983877,20.736386808870147
BG,Bunge Global,Consumer Staples,Agricultural Products & Services,13.009876190081087,32.41785588038886,17.585476543988324,24.356593700400357
HIG,Hartford (The),Financials,Property & Casualty Insurance,12.92587224297361,21.495316013481034,14.67035259434881,13.722151649888115
DIS,Walt Disney Company (The),Communication Services,Movies & Entertainment,12.658295299935512,29.523422090241162,16.400851285975836,30.202290388055573
PLD,Prologis,Real Estate,Industrial REITs,12.542612209179094,29.44661738518751,16.32429007232282,26.991908972943317
ADM,Archer Daniels Midland,Consumer Staples,Agricultural Products & Services,12.386821857066364,28.086675631317377,15.80836842637796,22.605318641895778
CMS,CMS Energy,Utilities,Multi-Utilities,12.371407052372833,17.008061709587842,13.299191363633161,8.506536429614915
CINF,Cincinnati Financial,Financials,Property & Casualty Insurance,12.274278667855205,24.957702180057126,14.89297194147252,20.025955374153003
HPE,Hewlett Packard Enterprise,Information Technology,"Technology Hardware, Storage & Peripherals",12.111315381762841,46.15826279819959,22.307220958498565,48.35785139966021
UAL,United Airlines Holdings,Industrials,Passenger Airlines,12.044950109761293,56.53874853548788,27.080301317762583,49.194712964731586
KEYS,Keysight Technologies,Information Technology,Electronic Equipment & Instruments,12.029308183211896,33.437987576193045,17.122852466178884,31.381342864107094
D,Dominion Energy,Utilities,Multi-Utilities,11.930536877582398,22.43407058529305,13.973882922598177,14.869278967358538
CTRA,Coterra,Energy,Oil & Gas Exploration & Production,11.801073221081634,30.907906762821103,16.14979164642973,23.620243753666273
NOC,Northrop Grumman,Industrials,Aerospace & Defense,11.796715696122675,27.4740019848714,15.148888340589457,18.440842853693376
KO,Coca-Cola Company (The),Consumer Staples,Soft Drinks & Non-alcoholic Beverages,11.745349201747244,17.455695553262828,12.800032844360027,9.81850649354051
NDAQ,"Nasdaq, Inc.",Financials,Financial Exchanges & Data,11.601101124141612,23.84613062350929,13.993022972997718,20.461383672962064
BKR,Baker Hughes,Energy,Oil & Gas Equipment & Services,11.53722164594731,35.787746716532496,17.529970131713675,28.00281711629948
CCL,Carnival,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",11.35979940620887,46.504320382593534,21.67234005206766,42.330640796172446
TRV,Travelers Companies (The),Financials,Property & Casualty Insurance,11.316586451600646,22.99229804239117,13.540160807033564,12.471751985897194
TT,Trane Technologies,Industrials,Building Products,11.043808176236894,28.362959824248968,14.662215732965619,24.435647347796614
V,Visa Inc.,Financials,Transaction & Payment Processing Services,10.963487034668852,21.86014932948737,12.964712588984634,15.009243770269556
LYV,Live Nation Entertainment,Communication Services,Movies & Entertainment,10.569828217995685,30.537364232489043,14.859131829995206,25.132549997543364
ABT,Abbott Laboratories,Health Care,Health Care Equipment,10.422882434083675,21.452918839187763,12.389165336732763,13.27080486354522
AES,AES Corporation,Utilities,Independent Power Producers & Energy Traders,10.340623897607342,50.44414267098494,22.347373368652278,28.88948739899238
DD,DuPont,Materials,Specialty Chemicals,10.332959641737697,35.08545339089328,16.14824604001467,35.72016476832196
DELL,Dell Technologies,Information Technology,"Technology Hardware, Storage & Peripherals",10.171528509860508,51.58522933841261,23.334319035259117,50.13043369121528
YUM,Yum! Brands,Consumer Discretionary,Restaurants,9.794370685269884,24.46369273579851,12.461371902724277,14.453516833458677
TRMB,Trimble Inc.,Information Technology,Electronic Equipment & Instruments,9.259773165640354,29.227644261866054,13.252436501647116,28.868240480806445
PANW,Palo Alto Networks,Information Technology,Systems Software,9.235139595445736,35.10847283962308,15.107992170898227,26.81006177509213
KR,Kroger,Consumer Staples,Food Retail,9.131301322882292,25.59396468960576,12.109228297283952,14.25378779870121
UHS,Universal Health Services,Health Care,Health Care Facilities,9.094292141652407,32.56212256777873,14.177091893248564,25.467579233356986
CTVA,Corteva,Materials,Fertilizers & Agricultural Chemicals,8.802815003731176,27.216612514140724,12.304925950638648,20.71011691287803
DRI,Darden Restaurants,Consumer Discretionary,Restaurants,8.551652732352078,28.99724169646062,12.434473617157598,20.187725947805895
WMB,Williams Companies,Energy,Oil & Gas Storage & Transportation,8.1674775215224,27.535311771168764,11.803565872759448,12.360429001968047
AFL,Aflac,Financials,Life & Health Insurance,8.076179966962652,21.890972413570793,10.302805432161556,13.073281018591597
SO,Southern Company,Utilities,Electric Utilities,8.069243729492305,17.76147586854416,9.460058845032519,9.783809588047646
HLT,Hilton Worldwide,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",7.981940994062735,25.680285418439468,11.07617687651065,26.35115231411388
SPG,Simon Property Group,Real Estate,Retail REITs,7.974219225008865,26.279158330195507,11.264089440702715,24.318750933030152
J,Jacobs Solutions,Industrials,Construction & Engineering,7.793843726418036,24.735758498449417,10.686654726441919,25.58585397409124
CDNS,Cadence Design Systems,Information Technology,Application Software,7.533478355550417,39.388123217492236,15.117879667213236,28.62513302190121
MA,Mastercard,Financials,Transaction & Payment Processing Services,7.449391771965397,22.161602858684486,9.760074651162544,16.72537126845015
MTCH,Match Group,Communication Services,Interactive Media & Services,7.417989164327396,35.54273785334357,13.552383779208787,25.434096517265516
AIZ,Assurant,Financials,Multi-line Insurance,6.916494603331307,26.957008184863195,10.386496921136521,20.829708034961627
SRE,Sempra,Utilities,Multi-Utilities,6.698189540491469,30.536795255345805,11.502690733891072,31.62068011291726
A,Agilent Technologies,Health Care,Life Sciences Tools & Services,6.485969239507982,31.675617635932806,11.365034023510999,34.79623816566053
K,Kellanova,Consumer Staples,Packaged Foods & Meats,6.135422173715332,7.263223999749209,6.309907345954205,5.81069158212494
TDY,Teledyne Technologies,Information Technology,Electronic Equipment & Instruments,6.075448811117174,23.029698068687512,8.636591546256792,16.055048569672408
NSC,Norfolk Southern,Industrials,Rail Transportation,5.925954700922867,23.582024144870722,8.614785515546062,24.860137094411055
ALL,Allstate,Financials,Property & Casualty Insurance,5.925243949663077,26.5874879203409,9.39317104380359,14.106945917549577
ETN,Eaton Corporation,Industrials,Electrical Components & Equipment,5.726693011757144,36.21390318776962,12.303729490459757,34.4609677720943
O,Realty Income,Real Estate,Retail REITs,5.702669322087452,18.058445107624998,7.264004875551648,10.841688402198136
BLK,BlackRock,Financials,Asset Management & Custody Banks,5.346601706040138,27.265388590840743,9.001729916148932,23.74031775078926
EMR,Emerson Electric,Industrials,Electrical Components & Equipment,5.117721375849025,29.818114356396602,9.508708145626178,29.614817485158856
AME,Ametek,Industrials,Electrical Components & Equipment,5.083619549280098,22.588416482628404,7.566964447944183,23.041229616370543
STLD,Steel Dynamics,Materials,Steel,4.975518406027424,37.0382470608768,11.703716686360456,25.885365156465824
META,Meta Platforms,Communication Services,Interactive Media & Services,4.9325814176636715,38.240092596598316,12.1143538769305,34.15081492514953
VZ,Verizon,Communication Services,Integrated Telecommunication Services,4.908973505357973,21.304147224993518,7.147637544020034,13.31537581194204
GPC,Genuine Parts Company,Consumer Discretionary,Distributors,4.899253284228228,24.92112892981838,7.930092285838758,18.198734371149712
MDT,Medtronic,Health Care,Health Care Equipment,4.766376191922432,21.381022731521306,7.024303578501648,13.947374466877044
PNR,Pentair,Industrials,Industrial Machinery & Supplies & Components,4.666319179963323,27.5886395758907,8.387359231525597,30.086139989338356
ISRG,Intuitive Surgical,Health Care,Health Care Equipment,4.482337431680629,35.87782838621743,10.748731664874336,29.627326112298086
LH,Labcorp,Health Care,Health Care Services,4.352665522629425,23.93050447359522,7.179652109644158,17.36303774163524
MCO,Moody's Corporation,Financials,Financial Exchanges & Data,4.342751992020823,27.32238670886551,8.042314635275755,24.651963444103593
RJF,Raymond James Financial,Financials,Investment Banking & Brokerage,4.157698761391463,26.471218032658943,7.634806468042964,28.118235739962522
ADI,Analog Devices,Information Technology,Semiconductors,4.002346352482219,38.95426398120531,11.402403844180418,32.197460468027515
ECL,Ecolab,Materials,Specialty Chemicals,3.7870657140228756,20.43845803975447,5.859203481930892,16.15379689349687
MCD,McDonald's,Consumer Discretionary,Restaurants,3.6363173879104904,17.847524102080268,5.216205136226469,10.619844702354825
KMI,Kinder Morgan,Energy,Oil & Gas Storage & Transportation,3.2607307242380204,25.46820416954678,6.552360990621267,18.395236794300768
WTW,Willis Towers Watson,Financials,Insurance Brokers,3.1496456097908165,20.984164034675025,5.358078190885314,12.940102815439165
LUV,Southwest Airlines,Industrials,Passenger Airlines,3.094060865647848,41.45880882950024,11.664386089558953,30.998851067953105
WAB,Wabtec,Industrials,Construction Machinery & Heavy Transportation Equipment,3.039622614431149,28.282010194884972,7.049643424582736,23.5543844485252
ED,Consolidated Edison,Utilities,Multi-Utilities,2.855962753096054,19.746725935140876,4.803672800057699,14.22667374223257
CB,Chubb Limited,Financials,Property & Casualty Insurance,2.8257798643783536,20.272096949845857,4.888431241292485,11.761927810275532
FFIV,"F5, Inc.",Information Technology,Communications Equipment,2.5673852032898625,31.9919003327762,7.686488955216984,29.66168504299024
QCOM,Qualcomm,Information Technology,Semiconductors,2.4223217675908,38.657946591274275,9.847864590389069,28.731849416716287
PNW,Pinnacle West Capital,Utilities,Multi-Utilities,2.2520799975218413,17.641380045941446,3.8145368994617264,13.499788009879094
TDG,TransDigm Group,Industrials,Aerospace & Defense,2.2300835313435874,28.717344198851553,6.446390227000771,18.386487630779534
MAR,Marriott International,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",2.223237654261739,28.42752384556132,6.243308430229306,30.500108097257034
TMO,Thermo Fisher Scientific,Health Care,Life Sciences Tools & Services,2.17428216162196,32.61274014277564,7.416502565144252,35.558085615952635
LDOS,Leidos,Industrials,Diversified Support Services,2.17227709504827,30.487367724577634,6.912034508980253,36.86276958434206
MSCI,MSCI Inc.,Financials,Financial Exchanges & Data,2.0503851984545274,28.193309514278276,6.03716483388285,20.099645935426665
MTD,Mettler Toledo,Health Care,Life Sciences Tools & Services,1.9907599748581097,34.90297218083207,8.0661025513398,31.269127536976875
CVX,Chevron Corporation,Energy,Integrated Oil & Gas,1.9816939007513907,24.637847779695576,5.056095814944563,20.639728233938563
AIG,American International Group,Financials,Multi-line Insurance,1.754155279991109,23.870524896862747,4.625627759598477,12.216302527615493
VICI,Vici Properties,Real Estate,Hotel & Resort REITs,1.7205449115384266,18.914642906607217,3.512540816428331,12.264555749463725
HST,Host Hotels & Resorts,Real Estate,Hotel & Resort REITs,1.7078151665886179,30.34098450417217,6.261250413467058,31.29738779958224
COST,Costco,Consumer Staples,Consumer Staples Merchandise Retail,1.5831996294332074,21.96368733102019,4.005751996982845,17.294719505004817
AMGN,Amgen,Health Care,Biotechnology,1.3147374409685377,28.244135416990808,5.3102045670372275,19.8802529646877
RMD,ResMed,Health Care,Health Care Equipment,1.1010649650822306,27.121667935616273,4.773355449591055,20.434999999403914
HSIC,Henry Schein,Health Care,Health Care Distributors,0.9073847769679536,30.101172944135307,5.389560804044306,24.27054571358634
PEG,Public Service Enterprise Group,Utilities,Electric Utilities,0.8692419097657188,21.66347110602657,3.23158991642859,17.168894045445303
CSX,CSX Corporation,Industrials,Rail Transportation,0.41860592308532896,24.084273497994644,3.306008290641533,26.718340179524695
BKNG,Booking Holdings,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",0.2707030574244863,27.589476875053602,4.039229731663204,21.275235858887605
FAST,Fastenal,Industrials,Trading Companies & Distributors,0.20732269535630726,24.266141378152977,3.1434096486808643,18.670483387948153
HSY,Hershey Company (The),Consumer Staples,Packaged Foods & Meats,0.20341746447878503,30.558699009244926,4.82637392665574,25.256892998681558
HUBB,Hubbell Incorporated,Industrials,Industrial Machinery & Supplies & Components,0.0889263142064867,31.532846382891954,5.031576377650828,32.448461276166455
TFC,Truist Financial,Financials,Diversified Banks,-0.05467255893218454,29.033578395551064,4.179071108761925,26.92877782848691
BR,Broadridge Financial Solutions,Industrials,Data Processing & Outsourced Services,-0.1606991470589121,21.947358842642252,2.2360133311941137,18.190586774051354
AWK,American Water Works,Utilities,Water Utilities,-0.18854646108453732,24.298650062342865,2.742118140979213,16.127995994740658
RF,Regions Financial Corporation,Financials,Regional Banks,-0.29860882845805575,29.05372810158863,3.9325575419485914,31.90024939243788
PFG,Principal Financial Group,Financials,Life & Health Insurance,-0.5174107807047392,28.063351111330963,3.40649826070639,21.16441115026575
SPGI,S&P Global,Financials,Financial Exchanges & Data,-0.720724976537886,23.82076052890794,2.1037897032851918,19.24888986995329
RSG,Republic Services,Industrials,Environmental & Facilities Services,-0.824492978794412,18.51347154307595,0.8742119675766408,20.45579241367785
SNA,Snap-on,Industrials,Industrial Machinery & Supplies & Components,-0.8390864331100534,24.5910698883237,2.151379980926625,20.766222528515403
MLM,Martin Marietta Materials,Materials,Construction Materials,-0.8628034752052544,23.002282866911784,1.744150946181176,26.748979123743133
VMC,Vulcan Materials Company,Materials,Construction Materials,-0.9146419066934077,23.506505557551545,1.8135831944143765,24.42953772727301
URI,United Rentals,Industrials,Trading Companies & Distributors,-1.1606743396266015,36.59169588906755,5.42954412006988,36.65264217781466
USB,U.S. Bancorp,Financials,Diversified Banks,-1.218163197497221,27.23194165033191,2.482895001588564,30.634475577961602
CF,CF Industries,Materials,Fertilizers & Agricultural Chemicals,-1.459079006624491,33.28162538940703,4.071814156152591,29.15900918626104
GRMN,Garmin,Consumer Discretionary,Consumer Electronics,-1.5298560179709042,35.45981649597149,4.820314925773264,27.97329072013543
XOM,ExxonMobil,Energy,Integrated Oil & Gas,-2.07181544450647,23.1956398580244,0.5746614464207587,17.310058271466737
INTU,Intuit,Information Technology,Application Software,-2.401699625372661,31.769421335989463,2.484315753446342,22.835363665585202
HON,Honeywell,Industrials,Industrial Conglomerates,-2.4489650782381736,25.42259427249059,0.6916743268318778,22.102262211886007
SYY,Sysco,Consumer Staples,Food Distributors,-2.55313586167698,21.22832037140498,-0.37908944363688996,15.70583805471796
DLR,Digital Realty,Real Estate,Data Center REITs,-2.9018846633451023,27.093969130762012,0.6892427702642767,29.399473636475275
IQV,IQVIA,Health Care,Life Sciences Tools & Services,-3.1330357841327094,38.83074108183278,4.122416698203693,37.50855144372453
PFE,Pfizer,Health Care,Pharmaceuticals,-3.154855143979635,26.509539584019254,0.23224577713792238,19.76960593884966
DAL,Delta Air Lines,Industrials,Passenger Airlines,-3.186823864554332,50.27845062913065,8.930676350173343,47.918564030827696
REG,Regency Centers,Real Estate,Retail REITs,-3.3120877441117345,19.477118359067163,-1.5328395082254567,14.957114855714696
SYK,Stryker Corporation,Health Care,Health Care Equipment,-3.4630463010163086,21.850093538363478,-1.2057426659856596,15.441536203522505
ADSK,Autodesk,Information Technology,Application Software,-3.48598215234675,29.491160377671978,0.7127633337671506,25.657545209513295
FTNT,Fortinet,Information Technology,Systems Software,-3.7523893142890223,43.20562193409187,5.803082356019411,35.07026308126188
KEY,KeyCorp,Financials,Regional Banks,-3.799111764813264,30.81443048465755,0.8419121243717159,31.666369541356566
WAT,Waters Corporation,Health Care,Life Sciences Tools & Services,-3.8744410142597676,37.04646544282957,2.8964833471866913,33.445168224420044
FITB,Fifth Third Bancorp,Financials,Regional Banks,-3.9779603034031683,27.72786716259203,-0.24715251110099334,29.94502726674349
MET,MetLife,Financials,Life & Health Insurance,-4.206747512030988,28.387997110711765,-0.3227919506214524,21.9728273877604
ICE,Intercontinental Exchange,Financials,Financial Exchanges & Data,-4.43999190279239,18.769750574172686,-2.8512429596504743,22.52751923762563
HAL,Halliburton,Energy,Oil & Gas Equipment & Services,-4.856531064606472,43.259171408331284,4.255095281692391,39.040157833695
VLTO,Veralto,Industrials,Environmental & Facilities Services,-5.128856735255175,20.946632209486786,-3.1617692380309323,21.174381384513392
SJM,J.M. Smucker Company (The),Consumer Staples,Packaged Foods & Meats,-5.286848379674827,30.312042602023315,-0.8078499753129823,19.79936294350421
HD,Home Depot (The),Consumer Discretionary,Home Improvement Retail,-5.412650178132142,22.42614879298545,-3.156129923359268,21.791626049124897
NTAP,NetApp,Information Technology,"Technology Hardware, Storage & Peripherals",-5.498091211206339,37.145022488804,1.2511409820992874,41.321708567476186
XYZ,"Block, Inc.",Financials,Transaction & Payment Processing Services,-5.765904784706017,55.49697520490543,9.72648446396926,52.96198984978916
FDX,FedEx,Industrials,Air Freight & Logistics,-6.452398419478686,32.65552144016313,-1.4150368093861616,34.41377530763333
HOLX,Hologic,Health Care,Health Care Equipment,-6.482531631099871,29.670988479985393,-2.4845868902099406,33.889169847095495
PNC,PNC Financial Services,Financials,Diversified Banks,-6.6529551363847705,25.034228975004964,-3.8525366681376445,29.77002385017445
ALB,Albemarle Corporation,Materials,Specialty Chemicals,-6.695822586485313,61.75614958379781,11.973148366727374,53.95646395465917
TSCO,Tractor Supply,Consumer Discretionary,Other Specialty Retail,-6.71809380068532,27.799427618654732,-3.211486008902796,16.948847985987907
AMT,American Tower,Real Estate,Telecom Tower REITs,-6.915901028619718,25.388366602178202,-4.068976256493733,23.30660480109223
ACGL,Arch Capital Group,Financials,Property & Casualty Insurance,-7.5233887169790385,25.00896509038589,-4.814257736789839,15.902319816137192
TRGP,Targa Resources,Energy,Oil & Gas Storage & Transportation,-7.5336768010460835,37.33359873615827,-0.9166657076496899,31.61159138786055
EQIX,Equinix,Real Estate,Data Center REITs,-7.790311840526643,27.494992635517885,-4.420536609207563,24.475317046420084
HBAN,Huntington Bancshares,Financials,Regional Banks,-7.79458495752597,29.84787533584522,-3.758842168128609,30.011842131631617
UNP,Union Pacific Corporation,Industrials,Rail Transportation,-7.992234252754528,22.71726541315261,-5.901063812644036,17.68923707867096
FTV,Fortive,Industrials,Industrial Machinery & Supplies & Components,-8.014154906690154,26.117747887814257,-5.071600383604062,25.399288393891673
WM,Waste Management,Industrials,Environmental & Facilities Services,-8.143464276606476,18.538950614304216,-6.9181570751909565,18.135415016109437
OTIS,Otis Worldwide,Industrials,Industrial Machinery & Supplies & Components,-8.149140932624402,24.149125892277066,-5.626315856901661,18.22044849019649
JKHY,Jack Henry & Associates,Financials,Transaction & Payment Processing Services,-8.182974761684138,22.8284416810698,-6.071392610561703,23.016016753640763
PG,Procter & Gamble,Consumer Staples,Personal Care Products,-8.211993561941965,18.515831287983993,-6.9891237570256255,16.532684707021737
BBY,Best Buy,Consumer Discretionary,Computer & Electronics Retail,-8.22669322234016,43.47958421395157,0.9307570066799725,38.197986872255356
ITW,Illinois Tool Works,Industrials,Industrial Machinery & Supplies & Components,-8.285779982269458,22.21417928664171,-6.330379898319066,20.62887150599654
TXT,Textron,Industrials,Aerospace & Defense,-8.373204119768808,28.197316227824764,-4.892122575324642,31.04215943406572
PTC,PTC Inc.,Information Technology,Application Software,-8.481983750132576,34.05013423978273,-3.3306470723833836,32.270045120335375
NWS,News Corp (Class B),Communication Services,Publishing,-8.489099446597566,24.018315954686404,-6.143950618452335,21.430281728839514
PHM,PulteGroup,Consumer Discretionary,Homebuilding,-8.615878511191575,35.06307009680353,-3.0977899656932277,32.88126301658862
NUE,Nucor,Materials,Steel,-8.657254302256524,38.0116552007654,-2.00874309149165,35.358805284376906
TSN,Tyson Foods,Consumer Staples,Packaged Foods & Meats,-8.919534589842176,22.384860796609846,-6.981825207133917,19.28245099238504
CTSH,Cognizant,Information Technology,IT Consulting & Other Services,-9.078133965057562,25.972226267502812,-6.315140440882096,26.9692377137745
DPZ,Domino's,Consumer Discretionary,Restaurants,-9.119452797875523,27.249606405760762,-6.020781722331762,19.2899037467745
PCAR,Paccar,Industrials,Construction Machinery & Heavy Transportation Equipment,-9.188100722892484,28.034678910180155,-5.899828184197602,24.704435027514933
JBHT,J.B. Hunt,Industrials,Cargo Ground Transportation,-9.320485864824079,41.13928265233338,-1.804556997385831,36.58120149270745
MOS,Mosaic Company (The),Materials,Fertilizers & Agricultural Chemicals,-9.403841853353605,39.23461443417411,-2.245497171313015,33.641623259034745
MTB,M&T Bank,Financials,Regional Banks,-9.41083688625276,25.98822314937092,-6.650436282844423,28.513608205580738
LIN,Linde plc,Materials,Industrial Gases,-9.631182075836412,18.827206099000186,-8.528053343562378,14.766642032068479
BIIB,Biogen,Health Care,Biotechnology,-9.878100768545698,32.342684457085454,-5.390349701571424,34.80910852857702
AON,Aon plc,Financials,Insurance Brokers,-9.955205197438524,21.807531343080786,-8.263155348727802,20.003441046473444
NDSN,Nordson Corporation,Industrials,Industrial Machinery & Supplies & Components,-10.193601608007707,28.943940914510918,-6.7705862927787575,35.98060429526672
EG,Everest Group,Financials,Reinsurance,-10.244358123381033,25.80601236617633,-7.594949476870062,20.71615249257554
PEP,PepsiCo,Consumer Staples,Soft Drinks & Non-alcoholic Beverages,-10.333458608578896,22.98020324361434,-8.457476923464954,20.866435332931623
SBAC,SBA Communications,Real Estate,Telecom Tower REITs,-10.386049946518671,25.031658785579697,-8.025381476632433,22.213979807095832
ESS,Essex Property Trust,Real Estate,Multi-Family Residential REITs,-10.433519901545571,25.02537704322334,-8.046592822790165,19.072645932572147
DOV,Dover Corporation,Industrials,Industrial Machinery & Supplies & Components,-10.527507669498478,27.3331213312622,-7.588716632131636,26.591511783111123
BMY,Bristol Myers Squibb,Health Care,Pharmaceuticals,-10.532162647383299,29.93476731412988,-6.864460304913619,29.917085360909628
TROW,T. Rowe Price,Financials,Asset Management & Custody Banks,-10.571955217999896,28.94556059044494,-7.218700086809074,34.047546130043784
BXP,"BXP, Inc.",Real Estate,Office REITs,-10.660159132830117,32.08120703086984,-6.294271735010784,29.742903321373888
NXPI,NXP Semiconductors,Information Technology,Semiconductors,-10.915019653150875,45.65192585283144,-1.5509554804946384,37.258904088635155
